buken_id,物件名,仮称,住所,分類,住戸数,事業主,管理会社,竣工年,竣工月,共用部1,共用部2,専有部1,専有部2,専有部3,専有部opt1,専有部opt2,専有部opt3,ハンドル,ハンドルカラー,シリンダー区分,錠ケース,装置加算額有無,シリンダーカラー,扉厚,ピッチ,備芯,官民仕様,ロック数,キーチェンジ,塩害地加算
7577,セジョリ駒込西ヶ原,北区西ヶ原一丁目計画,東京都北区西ヶ原１丁目１２以下未定,賃貸,41,ＪＲＤ株式会社,,2026年,3月,なし,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,上部官民,2,,
7576,センチュリー八王子ルミエール,八王子計画,東京都八王子市明神町３－８－１,分譲,85,パラダイスリゾート株式会社,,2026年,3月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
7575,Ｌｏｇ　Ｔｏｋｙｏ　Ｓｋｙｔｒｅｅ,スカイツリーＰＪ,東京都墨田区向島三丁目２－（以下未定）,賃貸,24,個人事業主,,2026年,4月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
7574,ライオンズマンション三宿,,東京都世田谷区三宿１―８―１０,改修,,,,2019年,4月,なし,,なし,,,,,,他社,ー,T20,PJ,有り,SL,40,未選択,,官民無し,2,,
7573,PREMIUM　CUBE東高円寺DEUX,PREMIUM　CUBE東高円寺DEUX,東京都杉並区和田３丁目１（以下未定）,賃貸,44,株式会社ヴェリタス・インベストメント,,2026年,2月,なし,,なし,,,,,,PP360,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,1,,
7572,ウエリスステージ池田山公園,アプリーレ高輪台,東京都品川区東五反田４丁目１－７,改修,20,ＮＴＴ都市開発株式会社,,2025年,12月,Tebra pass A,,なし,,,,,,他社,ー,F22,CD,有り,SH,40,未選択,,官民無し,2,,
7571,シティテラス下丸子,大田区下丸子計画,東京都大田区下丸子４－２３,分譲,233,住友不動産株式会社,,2026年,3月,Tebra pass A,connect,Tebra cell connect ライト,,,1,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,K22N18,官民無し,2,,
7570,TRUST HILLS  (トラストヒルズ）,枚方プロジェクト,大阪府枚方市岡東町１４－３０,賃貸,16,株式会社サンエース,,2014年,3月,Tebra pass H,,TebraH,,,,,,PP350,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
7569,アドバンス大阪城シュアーヴ,東成区中本３丁目計画,大阪市東成区中本３丁目４－２４,賃貸,70,アートプランニング株式会社,,2019年,8月,なし,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,1,
7568,オープンレジデンシア新宿ザ・ハウス,オープンレジデンシア代々木２丁目,東京都渋谷区代々木二丁目２１番以下未定,分譲,58, 株式会社オープンハウス・ディベロップメント,,2026年,5月,Tebra pass A,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上部官民,2,,
7567,クレヴィア新川崎,新川崎プロジェクト,神奈川県川崎市幸区下平間１４６,分譲,74,伊藤忠都市開発株式会社　,,2026年,3月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,上部官民,2,,
7566,パークホームズ上用賀五丁目,東京都世田谷区上用賀五丁目計画,東京都世田谷区上用賀五丁目２３番以下未定,分譲,53, 三井不動産レジデンシャル株式会社　,,2026年,3月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,上部官民,2,,
7564,ＡＲＫＭＡＲＫ大塚,東池袋２丁目計画,東京都豊島区東池袋２－９－２,分譲,33,株式会社アセットリード,,2026年,3月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
7563,シーズンフラッツ町屋,荒川区荒川５丁目計画,東京都荒川区荒川５丁目６番１号,賃貸,38,株式会社セゾンリアルティ,,2026年,3月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,上部官民,2,,
7562,リビオ光が丘ガーデンズ,練馬区高松６丁目計画,東京都練馬区高松６－３,分譲,74,日鉄興和不動産株式会社,,2026年,6月,Tebra pass A,,なし,,,,,,他社,ー,F22,CD,有り,BK,40,未選択,,上下官民,2,,
7561,ドゥーエ王子神谷,王子神谷プロジェクト,東京都北区豊島６－５,賃貸,62,株式会社ＴＨＥグローバル社,,2026年,2月,Tebra pass F,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
7560,Ｐｒｉｍｅ　Ｂｌｉｓｓ品川中延,品川区中延二丁目,東京都品川区中延二丁目９番９,賃貸,18,プライムエステート株式会社,,2026年,3月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SL,40,未選択,,官民無し,2,,
7558,トーカンマンション上通り,,熊本県熊本市中央区上通町９－１３,改修,46,,,2026年,1月,Tebra one A,,Tebra cell A,,,,,,PJ400,塗装ブラック BK,T20,PJ,有り,BK,40,未選択,,官民無し,2,,
7555,ＭＧＴ,堺市北区中百舌鳥町計画,大阪府堺市北区中百舌鳥町２－１９,分譲,2,個人,,2026年,1月,Tebra pass A+FACE,,Tebra FACE plug,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
7552,レクシア田迎サウスブライト,熊本市南区田井島２丁目計画,熊本県熊本市南区田井島二丁目529番1,分譲,43,株式会社ホームステージ,株式会社ホームパートナーズ,2026年,2月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
7550,W.O.B京橋　９Ｆ～１３Ｆ,城東区蒲生マンション,大阪府大阪市城東区蒲生２丁目１０番,賃貸,171,株式会社ピカソ,,2018年,9月,Tebra pass F,,なし,,,,,,PV100,塗装ブラック BK,T20,PV,有り,BK,40,未選択,K22N18,官民無し,2,,
7549,アルバガーデン須恵中央,,福岡県糟屋郡須惠町大字上須恵大島原1196-1外2筆（地番）,分譲,56,アルバクリエイト株式会社,株式会社ベストコミュニティ,2026年,4月,Tebra pass A,,Tebra cell A,,,1,,,PNA331,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
7548,クレアホームズ鷹匠公園ザ・タワー,クレアホームズ鷹匠公園Ⅱ,高知県高知市本町５丁目１１６番（地番）,分譲,54,セントラル総合開発株式会社,セントラルライフ株式会社,2026年,4月,Tebra pass A,,Tebra plug,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,1,
7547,リビオ吉祥寺南町,吉祥寺南町３丁目,東京都武蔵野市吉祥寺南町三丁目１７番（枝番未定）,分譲,14,日鉄興和不動産株式会社,,2026年,1月,Tebra pass A,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上部官民,2,,
7545,エルフコート日本橋浜町,エルフコート日本橋浜町,東京都中央区日本橋浜町１－７－１０,改修,45,,,2026年,1月,Tebra pass A,,なし,,,,,,,,,,有り,,,未選択,,官民無し,2,,
7543,アーバネックス浅草橋Ｆｒｏｎｔ,台東区柳橋１丁目マンション,東京都台東区柳橋一丁目１３番以下未定,賃貸,38,大阪ガス都市開発株式会社,,2026年,1月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
7542,イノバス氷川台,早宮一丁目計画,東京都練馬区早宮１丁目４９番以下未定,分譲,26,株式会社オープンハウス・ディベロップメント,,2026年,3月,Tebra pass F,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上下官民,2,,
7541,ＭＪＲ浦上ザ・レジデンス,,長崎県長崎市三芳町2-9,分譲,130,九州旅客鉄道株式会社,ＪR九州ビルマネジメント株式会社,2026年,4月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
7538,クラブスタイル井尻ファミーユ,クラブスタイル横手２丁目,福岡県福岡市南区横手2丁目5番5,分譲,28,株式会社アライアンス,株式会社穴吹ハウジングサービス,2026年,3月,Tebra pass A,,Tebra cell connect ライト,,,1,,,PJ400,塗装シルバー SL,F22,PJ,有り,BK,36,未選択,K20N16,官民無し,2,,
7537,旅屋　巣鴨　旭,豊島区巣鴨３丁目共同住宅,東京都豊島区巣鴨３丁目２５－３,賃貸,18,株式会社サンウッド,,2026年,3月,Tebra one F,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
7535,ルフォンプログレ赤羽マークス,北区赤羽２丁目賃貸レジデンス計画,東京都北区赤羽２－６８－２,賃貸,40,株式会社サンケイビル,,2026年,3月,Tebra pass A,,なし,,,,,,PP380,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
7534,グラン　レ・ジェイド三宿通り,世田谷区池尻一丁目計画,東京都世田谷区池尻１－９－５,分譲,10,株式会社日本エスコン,,2026年,3月,Tebra pass A,,Tebra cell CP A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,K22N18,上部官民,2,,
7532,アルファグランデ一之江七番街,アルファグランデ一之江七番街,東京都江戸川区一之江７丁目１８９－４（地番）他,分譲,,スターツデベロップメント株式会社,,2026年,3月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
7531,ＰＲＥＭＩＵＭ　ＣＵＢＥ　西荻窪　＃ＭＯ,ＰＲＥＭＩＵＭ　ＣＵＢＥ　西荻窪,東京都杉並区西荻南２－７－２,賃貸,51,株式会社ヴェリタス・インベストメント,,2026年,3月,なし,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,1,,
7530,バームステージ国分寺,バームステージ国分寺,東京都国分寺市東元町２－７－１７,改修,39,,,2026年,1月,なし,,なし,,,,,,PJ400,塗装シルバー SL,T20,PJ,有り,SL,40,未選択,,官民無し,2,,
7528,ユニハイム所沢,所沢市北秋津計画,埼玉県所沢市北秋津８０５,分譲,40,ヤマイチ・ユニハイムエステート株式会社,,2026年,3月,Tebra pass A,,Tebra cell A,,,1,,,PP390,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
7527,L'axe Nishikoujiya,大田区西糀谷１丁目集合住宅,東京都大田区西糀谷１丁目１８－１５,分譲,37,株式会社ＪＡＬＵＸ,,2026年,2月,なし,,なし,,,,,,他社,ー,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
7525,クレヴィア西葛西レジデンス,中葛西計画,東京都江戸川区中葛西４丁目１６番,分譲,48,伊藤忠都市開発株式会社,,2026年,3月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,上部官民,2,,
7524,サンクレイドル千葉Ⅱ,サンクレイドル千葉Ⅱ,千葉県千葉市中央区新田町２－１５,分譲,42,株式会社アーネストワン,伏見管理サービス株式会社,2026年,3月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
7523,アドバンス天王寺南パキラ,大阪市阿倍野区美章園１丁目,大阪市阿倍野区美章園１丁目２－２０,,44,有限会社建築ランド,,2022年,3月,なし,,なし,,,,,,PP300,塗装シルバー SL,T20,CD,有り,SL,40,未選択,K23N17,官民無し,2,,
7522,リビオ浦安ザ・プレイス,浦安市北栄１丁目計画,千葉県浦安市北栄１－７－２７,分譲,28,日鉄興和不動産株式会社,,2026年,1月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
7521,ＲＥＬＵＸＩＡ綾瀬Ⅲ,綾瀬３丁目計画,東京都足立区綾瀬３－１８－（２２）,賃貸,43,株式会社フュディアルクリエーション,,2025年,4月,なし,,なし,,,,,,PP300,塗装ブラック BK,T20,CD,有り,SH,40,未選択,,官民無し,1,,
7520,ＰＲＥＭＩＵＭ　ＣＵＢＥ　世田谷,ＰＲＥＭＩＵＭ　ＣＵＢＥ　世田谷,東京都世田谷区世田谷３－１６,賃貸,44,株式会社ヴェリタス・インベストメント,,2026年,1月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
7519,リビオ篠崎,江戸川区篠崎町５丁目マンション計画,東京都江戸川区篠崎町５丁目１３　,分譲,32,日鉄興和不動産株式会社　,,2026年,3月,Tebra pass A,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上下官民,2,,
7518,クレイシア・ヴァ―スクレイシアIDZ大泉学園,クレイシア大泉学園,東京都練馬区東大泉２－９６２－１　,賃貸,39,プロパティエージェント株式会社,,2026年,1月,なし,,なし,,,,,,PP300,塗装シルバー SL,T20,CD,有り,SH,40,未選択,,官民無し,1,,
7517,リベールシティ守口,守口市菊水通２丁目マンション計画,大阪府守口市菊水通２丁目３－１（地番）,分譲,73,SHOWA GROUP株式会社 大阪支店,株式会社長谷工コミュニティ,2026年,3月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,K21N19,官民無し,2,,
7516,エスリード名古屋STATION NORTH,名古屋市西区新道一丁目新築工事,愛知県名古屋市中区新道一丁目３０２番１、３０２番２、３０３番、３０４番,分譲,75,エスリード株式会社,,2026年,3月,Tebra pass A,,Tebra X,,,,,,LC42,ステンレスヘアライン SH,F22,CD,有り,SH,40,未選択,,官民無し,1,,
7513,コンシェリア町屋,,東京都荒川区荒川５－１－１３　,分譲,29,株式会社クレアスライフ,,2026年,4月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
7511,ウィルローズ谷中銀座,西日暮里三丁目計画（ウィルローズ日暮里）,東京都荒川区西日暮里３丁目１４番（以下未定）,分譲,34,株式会社ＴＨＥグローバル社　,,2026年,4月,Tebra pass A,,Tebra cell A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
7510,ＣＲＥＳＴ　ＴＡＰＰ東別院,名古屋市中区橘二丁目,愛知県名古屋市中区橘二丁目７１４番１,賃貸,56,エスリード株式会社,,2026年,3月,Tebra pass A,,Tebra X,,,,,,LC42,ステンレスヘアライン SH,F22,CD,有り,SH,40,未選択,,官民無し,1,,
7509,エスリード志賀本通ザ・フロント,名古屋市北区若葉通一丁目２,愛知県名古屋市北区若葉通一丁目　,賃貸,120,エスリード株式会社,,2026年,3月,Tebra pass A,,Tebra X,,,,,,LC42,ステンレスヘアライン SH,F22,CD,有り,SH,40,未選択,,官民無し,1,,
7508,サンクレイドル南鳩ケ谷ステーションウィズ,,埼玉県川口市南鳩ケ谷五丁目１２－９,分譲,39, 株式会社アーネストワン,,2026年,3月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
7507,クレイシアＩＤＺ練馬富士見台,クレイシア富士見台,東京都練馬区富士見台２丁目１７番,賃貸,33,プロパティエージェント株式会社　,,2025年,12月,なし,,なし,,,,,,PP300,塗装シルバー SL,T20,CD,有り,SH,40,未選択,,官民無し,1,,
7506,LUMIEC KANNAI Ⅱ,横浜市中区吉田町計画,神奈川県横浜市中区吉田町５番１２（以下未定）,賃貸,43,コロンビア・ワークス株式会社,,2026年,3月,Tebra pass F,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
7505,クレヴィア文京千石,文京区千石四丁目プロジェクト,東京都文京区千石４丁目４４－１０,分譲,29,伊藤忠都市開発株式会社,,2026年,2月,Tebra pass A,connect,Tebra cell connect ライト,Tebra X 宅横,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
7504,デュオヒルズ御器所,,愛知県名古屋市昭和区阿由知通五丁目11番1,分譲,36,株式会社フージャースコーポレーション,株式会社フージャースリビングサービス,2026年,2月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
7503,ルジェンテ浦和,さいたま市浦和区東仲町,埼玉県さいたま市浦和区東仲町３番（以下定）,分譲,36,東急リバブル株式会社,,2025年,12月,Tebra pass F,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,上下官民,2,,
