buken_id,物件名,仮称,住所,分類,住戸数,事業主,管理会社,竣工年,竣工月,共用部1,共用部2,専有部1,専有部2,専有部3,専有部opt1,専有部opt2,専有部opt3,ハンドル,ハンドルカラー,シリンダー区分,錠ケース,装置加算額有無,シリンダーカラー,扉厚,ピッチ,備芯,官民仕様,ロック数,キーチェンジ,塩害地加算
6648,ウエリス岩崎町ＴＨＥ　ＣＬＡＳＳ　(ザクラス）,松山市岩崎町１丁目計画（１）,愛媛県松山市岩崎町一丁目271番1,分譲,34,エヌ・ティ・ティ都市開発株式会社,NTTアーバンバリューサポート株式会社,2025年,3月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,上部官民,2,,
6646,ルジェンテ藤沢,藤沢市朝日町共同住宅工事,神奈川県藤沢市朝日町１２－２,分譲,39,東急リバブル株式会社,,2025年,3月,Tebra pass F,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,上部官民,2,,
6645,カーサレグラス森之宮,大阪市東成区中道１丁目,大阪府大阪市東成区中道１丁目４－１３,賃貸,36,アートプランニング株式会社,,2025年,3月,Tebra pass A,,なし,,,,,,PP350,塗装シルバー SL,T20,CD,有り,SH,40,未選択,,官民無し,2,1,
6644,シーンズ天王寺烏ヶ辻,天王寺区烏ヶ辻１丁目,大阪府大阪市天王寺区烏ヶ辻１丁目１０１,分譲,40,大阪ガス都市開発株式会社,,2025年,3月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6643,ローレルコート花園ステーションゲート,東大阪市花園本町１丁目計画　,大阪府東大阪市花園本町１丁目９７５－８,分譲,69,近鉄不動産株式会社,近鉄住宅管理株式会社,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6642,コンフォリア新大阪宮原Q,大阪市淀川区宮原５丁目,大阪市淀川区宮原５丁目８番７、８,賃貸,256,東急不動産株式会社,,2025年,3月,なし,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6641,アルファスマート新保,アルファスマート新保,岡山県岡山市南区新保１０１番８,分譲,36,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6640,プラウド吹田,吹田市片山町２丁目計画,大阪府吹田市片山町2丁目133番4,分譲,104,野村不動産株式会社,,2025年,3月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,1,
6639,オーヴィジョン下関ザ・プライム,オーヴィジョン竹崎,山口県下関市竹崎町四丁目509番2,分譲,115,株式会社エストラスト・株式会社マリモ,株式会社トラストコミュニティ,2025年,1月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,36,未選択,K20N16,官民無し,2,,
6638,ベルファース西早稲田,西早稲田計画新築工事　　,東京都新宿区大久保３丁目２－（枝番未定）   ,賃貸,35,オリックス不動産株式会社,,2025年,3月,Tebra pass A,,なし,,,,,,PP200,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6637,プレディアコート　清澄白河,東京都江東区白河三丁目ＰＪ,東京都江東区白河３－１８－１２,賃貸,22,JR西日本プロパティーズ株式会社,,2025年,2月,Tebra pass A,,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
6636,ジェノヴィア京成立石Ⅱスカイガーデン,葛飾区東立石２丁目,東京都葛飾区東立石２－１－９,賃貸,55,住協建設株式会社,,2021年,8月,なし,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6635,サンクレイドル成増,サンクレイドル成増,埼玉県和光市白子３丁目１４５－１,分譲,31,株式会社アーネストワン,伏見管理サービス株式会社,2025年,3月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6624,Formosa Hills,サンパーク弓削グラッセ,"熊本県熊本市北区弓削４丁目821-1,826-2",分譲,65,大英産業株式会社,,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6623,プレイズ大宮日進町,さいたま市北区日進町計画新築工事,埼玉県さいたま市北区日進町一丁目40-20（地番）,分譲,111,三交不動産株式会社　,株式会社長谷工コミュニティ,2025年,3月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6622,リジェ代々木上原テラス,ライオンズ渋谷区西原３丁目,東京都渋谷区西原３－４４－１２,分譲,12,株式会社大京,株式会社大京アステージ,2025年,3月,Tebra pass A,,Tebra A,,,,,,他社,ー,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6621,高洲3丁目団地,,千葉県千葉市美浜区高洲3丁目4,改修,600,,,,,なし,,なし,,,,,,PJ400,塗装シルバー SL,T20,PJ,有り,SL,40,未選択,,官民無し,2,,
6620,リベール東加古川駅前通り,,兵庫県加古川市平岡町新在家弐丁目275－4、10、11（地番）,分譲,42,SHOWA GROUP(ショウワグループ)株式会社,グローバルコミュニティ株式会社,2025年,1月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6619,サンクレイドル新越谷Ⅱ,,埼玉県越谷市登戸町195-1,分譲,43,株式会社アーネストワン,伏見管理サービス株式会社,2025年,3月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,K22N18,上部官民,2,,
6618,グラサージュ横濱桜木町クロスコア,グラサージュ横濱桜木町Ⅲ,神奈川県横浜市中区日ノ出町2丁目108番,分譲,30,株式会社ベルフラッツ,三菱地所コミュニティ 株式会社,2025年,2月,Tebra pass A,,なし,,,,,,PP380,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6617,ルナコート三田ウッディタウン中央,三田市ゆりのき台,兵庫県三田市ゆりのき台1丁目2番3（地番）,分譲,139,株式会社創建,,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,K20N20,官民無し,2,,
6616,CREVISTA TAKASAGO Ⅱ（クレヴィスタ高砂Ⅱ）,クレヴィスタ柴又Ⅱ,東京都葛飾区柴又１－２３,賃貸,71,株式会社インヴァランス,,2025年,3月,Tebra pass A,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6615,シエリア王子,北区豊島二丁目新築工事,東京都北区豊島二丁目９－４,賃貸,30,関電不動産開発株式会社,,2025年,3月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6614,エールヴィータ矢賀新町,, 広島市東区矢賀新町一丁目111番7,分譲,55, 株式会社良和ハウス,,2025年,3月,Tebra pass A,,Tebra cell A,,,,,,PP350,塗装ブラック BK,F22,CD,有り,BK,36,未選択,,官民無し,2,,
6613,Divre森下,森下3丁目計画,東京都江東区森下3-19-7,賃貸,28,大阪ガス都市開発株式会社　,,2018年,10月,Tebra pass F,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6612,ＷＨＡＲＦときわ台,板橋区南常盤台１丁目計画,東京都板橋区南常盤台１－２４－１３,賃貸,28,株式会社サンウッド,株式会社S-FITパートナーズ,2025年,3月,Tebra one F,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6611,ローレルアイ天満宮,大阪市北区天神橋２丁目,大阪市北区天神橋二丁目50-1（地番）,分譲,18,近鉄不動産株式会社　,近鉄住宅管理株式会社,2025年,2月,Tebra pass A,,Tebra cell A,Tebra X 宅横,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6610,アルティジャーノD's WARABI,蕨市錦町　大尚株式会社マンション新築工事,埼玉県蕨市錦町４－８－２６,賃貸,10,大尚株式会社,,2024年,11月,なし,,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,K22N18,官民無し,2,,
6609,ラルステージ古川西（椿）,ラルステージ古川西新築工事,愛媛県松山市古川西3丁目1099番4,分譲,33,株式会社リバックス,株式会社合人社計画研究所,2025年,2月,Tebra pass A,,Tebra cell A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,標準,,官民無し,2,,
6607,アージョ文京小石川,アージョ文京区小石川,東京都文京区小石川3丁目20番7号,分譲,20,株式会社ダイナセル,日本ハウズイング株式会社,2025年,3月,Tebra pass A,,Tebra cell A,,,,,,PP360,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6605,ザ・リバーサイドガーデン大淀河畔,ポレスター大淀河畔Ⅱ,宮崎県宮崎市松山二丁目13-4（地番）,分譲,56,株式会社マリモ,株式会社GMアソシエ,2025年,3月,Tebra pass A,,Tebra cell A,,,1,,,PP360,塗装シルバー SL,F22,CD,有り,SL,40,未選択,K22N18,官民無し,2,,
6604,クレイシアＩＤＺ鶴見ステーションサイト,クレイシア鶴見,神奈川県横浜市鶴見区鶴見中央四丁目２４－７,賃貸,69,プロパティエージェント株式会社,プロパティエージェント株式会社,2025年,3月,なし,,なし,,,,,,PP300,塗装ブラック BK,T20,CD,有り,BK,40,未選択,,官民無し,1,,
6603,S-RESIDENCE福島deverse,サムティ福島区海老江２丁目,大阪府大阪市福島区海老江２丁目５９－１３   ,賃貸,84,サムティ株式会社　,,2025年,3月,Tebra pass A,,Tebra cell A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6602,アービングNeo岸里,,大阪府大阪市西成区潮路１－２３－２,賃貸,48,株式会社アービング,,2025年,2月,Tebra one A,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6601,コンフォリア江坂江の木町Q,吹田市江の木町計画（北敷地・南敷地）,"大阪府吹田市江の木町3-5,3-6,3-7,3-8,3-10",賃貸,78,北：東急不動産　,,2025年,1月,なし,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,K22N18,官民無し,2,,
6600,ジオ西宮北口ブライトサイト,西宮市瓦林町２期計画,兵庫県西宮市瓦林町30番8（地番）,分譲,39,阪急阪神不動産株式会社,株式会社阪急阪神ハウジングサポート,2024年,10月,Tebra pass A,,Tebra cell A,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,K22N18,官民無し,2,1,
6599,コンフォリア東上野,台東区東上野六丁目計画,東京都台東区東上野6丁目1-14,賃貸,190,東急不動産　株式会社,,2024年,7月,Tebra pass A,,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,K22N18,官民無し,2,,
6598,グレーシア横浜,横浜市神奈川区台町マンション,神奈川県横浜市神奈川区台町8-1,分譲,80,相鉄不動産株式会社,株式会社相鉄リビングサポート,2025年,5月,Tebra pass A,,Tebra cell A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,ロング,,上部官民,2,,
6597,ユニハイムエクシア楠葉,,枚方市南楠葉一丁目1518番1,分譲,51,ヤマイチ・ユニハイムエステート株式会社,ニューライフサービス株式会社,2025年,3月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,,未選択,,官民無し,2,,
6596,サンリヤン柏レジデンス,柏市富里計画,千葉県柏市富里二丁目812 番3 ,,56,西日本鉄道株式会社,株式会社長谷工コミュニティ,2025年,1月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6595,グランアッシュなかもずアクシス,グランアッシュ中百舌鳥Ａ棟,大阪府堺市北区中百舌鳥２丁２８０－２,,52,株式会社ホームズ,,2025年,3月,Tebra pass A,,Tebra cell A,,,,,,PP350,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6594,グランアッシュなかもずブライト,グランアッシュ中百舌鳥Ｂ棟,大阪府堺市北区中百舌鳥町６丁８７５−６,分譲,30,株式会社ホームズ,,2025年,1月,Tebra pass A,,Tebra cell A,,,,,,PP350,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6593,プレディア姫路,姫路市東延末三丁目計画,兵庫県姫路市東延末3丁目1番1,分譲,116,JR西日本プロパティーズ株式会社,株式会社長谷工コミュニティ,2025年,3月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6592,ローレルコート大阪城公園,城東区鴫野西４丁目マンション,大阪府大阪市城東区鴫野４丁目59-1,分譲,209,近鉄不動産株式会社,近鉄住宅管理株式会社,2025年,3月,Tebra pass A,,Tebra cell A,Tebra X 宅横,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6591,グランドメゾン元麻布,港区元麻布一丁目計画新築工事,東京都港区元麻布１－５－２７、２８、２９,分譲,14,積水ハウス株式会社,,2025年,1月,Tebra pass A,,なし,,,,,,,,F22,CD,有り,BK,45,未選択,K22N23,上下官民,2,,
6590,グランフォーレ百道三丁目レジデンス,グランフォーレ百道三丁目,福岡市早良区百道三丁目15番9,分譲,24,株式会社コーセーアールイー,株式会社アールメンテナンス,2025年,1月,Tebra pass A,,Tebra cell A,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6589,コンシェリア馬込 THE RESIDENCE,コンシェリア中馬込２丁目,東京都大田区中馬込２丁目２,分譲,41,株式会社クレアスライフ,株式会社クレアスコミュニティー,2025年,1月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6588,デュオヴェール大森山王,大田区山王三丁目計画,東京都大田区山王3-9-23,分譲,40,株式会社フージャースコーポレーション,,2018年,5月,Tebra pass A,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6587,ベルグレードNF,富士見台マンション新築工事,東京都練馬区貫井3丁目40-23,賃貸,43,翔和建物㈱,,2019年,3月,Tebra pass A,,なし,,,,,,,,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6586,リビオメゾン御茶ノ水EAST,文京区湯島一丁目計画　新築工事　,東京都文京区湯島一丁目１１番１４,賃貸,60,日鉄興和不動産株式会社　,,2025年,1月,Tebra pass A,,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
6585,プレディア呉駅前,広島県呉市西中央マンション分譲　新築工事,広島県呉市中央１丁目６番９（地番）,分譲,70,ＪＲ西日本プロパティーズ株式会社,JR西日本住宅サービス株式会社,2025年,1月,Tebra pass A,,Tebra cell A,,,1,,,,,F22,CD,有り,BK,40,未選択,K22N18,官民無し,2,1,
6584,ソルティア川口本町,ソルティア川口本町,埼玉県川口市本町三丁目21-3、22-1、22-2、23-6、23-7、23-9、100-3、100-4、100-5、100-6（地番）,分譲,61,株式会社マリモ,株式会社GMアソシエ,2025年,3月,Tebra pass A,,Tebra cell A,,,,,,PP360,塗装シルバー SL,F22,CD,有り,SH,40,未選択,K22N18,官民無し,2,,
6582,オーヴィジョン白木原駅,オーヴィジョン白木原,福岡県大野城市白木原二丁目262番1（地番）,分譲,58,株式会社エス トラスト/九州八重洲株式会社,株式会社トラストコミュニティ,2025年,3月,Tebra pass A,,Tebra cell A,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,36,未選択,K20N16,官民無し,2,,
6581,プレシス上福岡,プレシス上福岡　新築工事　,埼玉県ふじみ野市上福岡1丁目2151-165 他（地番）,分譲,38,一建設株式会社,伏見管理サービス株式会社,2025年,3月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6580,クレヴィア荏原町GARDEN,北馬込分譲マンションＰＪ,東京都大田区北馬込一丁目52-10他（地番）,分譲,71,伊藤忠都市開発株式会社,伊藤忠アーバンコミュニティ株式会社,2025年,3月,Tebra pass A,,Tebra cell CP A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,上部官民,2,,
6579,RJRプレシア東十条ガーデン,RJR東十条,東京都北区東十条3-3,賃貸,277,九州旅客鉄道株式会社,,2025年,1月,Tebra pass A,,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
6578,ルフォンプログレ門前仲町プレミア,江東区永代一丁目計画　建設工事　,東京都江東区永代1-1-5,賃貸,69,株式会社サンケイビル,,2025年,1月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,上下官民,2,,
6577,ＭＪＲ博多 ザ・レジデンス,ＭＪＲ博多ザ・レジデンス,福岡県福岡市博多区美野島1丁目1番1（地番）,分譲,262,九州旅客鉄道株式会社,,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,,未選択,K20N16,官民無し,2,,
6575,クレアホームズ長束ザ・レジデンス,クレアホームズ長束　新築工事　,広島県広島市安佐南区長束5丁目1674番5、1676番4（地番）,,52,セントラル総合開発株式会社,セントラルライフ株式会社,2025年,2月,Tebra pass A,,Tebra plug,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,1,
6574,プレミスト国立ゲートレジデンス,Ｄテラス国立北２丁目プロジェクト新築工事, 東京都国立市北２丁目３番３号,分譲,26,大和ハウス工業株式会社,,2025年,1月,Tebra pass A,,Tebra cell connect ライト,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6573,パークホームズ南池袋,豊島区南池袋一丁目,東京都豊島区南池袋一丁目34-1,分譲,52,三井不動産レジデンシャル,,2025年,3月,Tebra pass A,,Tebra cell connect ライト,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,K22N18,官民無し,2,,
6572,ポレスター西新,,福岡県福岡市早良区祖原349、361（地番）,分譲,22,株式会社マリモ,株式会社GMアソシエ,2025年,3月,Tebra pass A+FACE,,なし,,,,,,PP360,塗装シルバー SL,F22,CD,有り,SL,40,未選択,K22N18,官民無し,2,,
6570,プラウド元住吉ウエスト,元住吉VI計画,神奈川県川崎市中原区木月3-613-1,分譲,84,野村不動産株式会社,,2025年,2月,Tebra pass A,,Tebra cell A,,,,,,PJ400,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6568,ガーデンシティ新金岡,堺市北区新金岡４丁目計画,大阪府堺市北区新金岡町4丁8番2（地番）,分譲,276,近鉄不動産株式会社、三井不動産レジデンシャル株式会社関西支店、伊藤忠都市開発株式会社,株式会社長谷工コミュニティ,2025年,1月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6567,クレアホームズ松山東高前,,愛媛県松山市此花町203番1、203番3、203番4、203番5、203番6（地番）,分譲,31,セントラル総合開発株式会社,セントラルライフ株式会社,2025年,2月,Tebra pass A,,Tebra plug,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,1,
6566,パークアクシス新宿西落合,新宿区西落合二丁目計画,東京都新宿区西落合２－７－１２,賃貸,40,三井不動産レジデンシャル株式会社,,2025年,2月,Tebra pass A,,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,上部官民,2,,
6565,ポレスター大江プレミア,ポレスター大江本町,熊本県熊本市中央区大江本町1-25（地番）,分譲,56,株式会社マリモ,株式会社GMアソシエ,2025年,3月,Tebra pass A,,Tebra cell A,,,1,,,PP360,塗装シルバー SL,F22,CD,有り,SL,,未選択,K22N18,官民無し,2,,
6564,ソライエ新柏プレミスト,柏市新柏計画,千葉県柏市新柏一丁目1番1(地番),分譲,114,東武鉄道株式会社,大和ライフネクスト株式会社,2025年,3月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6563,ザ・サンメゾン練馬高野台,練馬区高野台PJ,東京都練馬区南田中三丁目727番9、727番45、727番31（地番）,分譲,33,サンヨーホームズ株式会社,サンヨーホームズコミュニティ株式会社東京支店,2025年,3月,Tebra pass A,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上下官民,2,,
6562,CREVISTA品川西大井,クレヴィスタ二葉,東京都品川区二葉2-7,,58,株式会社インヴァランス,,2016年,3月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6561,オープンレジデンシア六義園サウスコート,オープンレジデンシア本駒込６丁目Ⅱ,東京都文京区本駒込６丁目１２番６号,,22,株式会社オープンハウス・ディベロップメント,,2019年,8月,Tebra pass A,,なし,,,,,,,,F22,CD,有り,BK,40,未選択,,上下官民,2,,
6560,パークシティ高田馬場,東京都新宿区高田馬場四丁目計画,東京都新宿区高田馬場四丁目８４４－４,分譲,325,三井不動産レジデンシャル株式会社,三井不動産レジデンシャルサービス株式会社,2025年,6月,Tebra pass A,connect,Tebra cell connect ライト,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,上部官民,2,,
6559,ヴィークステージ船橋薬園台ソライエ,船橋市飯山満町計画,千葉県船橋市飯山満町３－１５２０－３,分譲,247,清水総合開発株式会社,清水総合開発株式会社,2025年,3月,Tebra pass F,,,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6558,センチュリー我孫子,,千葉県我孫子市白山1丁目3-8,,27,,,1996年,2月,Tebra one F,,なし,,,,,,,,F22,CD,有り,SH,,未選択,,官民無し,2,,
6557,アルファステイツ深谷駅,,埼玉県深谷市西島町1-4-8,分譲,52,穴吹興産,,2025年,3月,Tebra pass A,connect,Tebra cell connect ライト,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SL,40,未選択,,官民無し,2,,
6556,ＬＵＭＥＥＤ赤羽ＮＯＲＴＨ,北区赤羽北２丁目計画,東京都北区赤羽北２－１３,分譲,44,株式会社アセットリード,,2023年,12月,Tebra pass A,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6555,ＴＲＡＣＫ八丁堀,中央区八丁堀三丁目計画,東京都中央区八丁堀三丁目２７番,賃貸,32,株式会社長谷工不動産,,2025年,2月,Tebra pass A,,Tebra cell A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,ロング,,上部官民,2,1,
6554,エスリード ザ・カレント大阪,エスリード東成区大今里西３丁目新築工事,大阪府大阪市東成区大今里西３－１６,分譲,61,エスリード株式会社,,2025年,2月,Tebra pass A,,Tebra X,,,,,,LC42,ステンレスヘアライン SH,F22,CD,有り,SH,40,未選択,,官民無し,1,,
6553,ＣＲＥＶＩＳＴＡ　ＴＡＫＡＳＡＧＯ（クレヴィスタ高砂）,クレヴィスタ高砂Ⅱ新築工事,東京都葛飾区高砂２－１,賃貸,51,株式会社インヴァランス,,2025年,2月,Tebra pass A,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6551,セントラルエアシティ　レジデンスⅠ,川崎市幸区塚越４丁目計画（北敷地）,神奈川県川崎市幸区塚越４－３０１,分譲,214,三井不動産レジデンシャル株式会社,三井不動産レジデンシャルサービス株式会社,2025年,2月,Tebra pass A,connect,Tebra cell connect ライト,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6549,Cion KOBE Bayside,神戸市兵庫区御崎本町３丁目新築工事,兵庫県神戸市兵庫区御崎本町３丁目１－１４,分譲,92,エスリード株式会社,,2025年,2月,Tebra pass A,,Tebra X,,,,,,LC42,ステンレスヘアライン SH,F22,CD,有り,SH,40,未選択,,官民無し,1,,
6547,ローレルコート瑞江パークフロント,江戸川区南篠崎町３丁目Ｄ計画　新築工事　　,東京都江戸川区南篠崎町3-31,分譲,24,近鉄不動産株式会社　,,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6546,レアライズ浅草Ⅲ,レアライズ浅草３丁目,東京都台東区浅草３－２３－４３,分譲,13,レアルリンク,,2019年,1月,なし,,なし,,,,,,他社,ー,T20,CD,有り,SH,40,未選択,,官民無し,2,,
6545,ルネサンスコート新丸子,ルネサンスコート武蔵小杉Ⅱ　新築工事,神奈川県川崎市中原区上丸子天神町３６８－３,賃貸,30,株式会社新日本建物,,2025年,2月,Tebra pass A,,Tebra cell A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6544,プレミスト千葉公園,プレミスト千葉公園,千葉県千葉市中央区弁天３丁目１６－１,分譲,150,大和ハウス工業株式会社,大和リース株式会社,2025年,1月,Tebra pass A,connect,Tebra cell connect ライト,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6543,ラシュレ新大阪 URBAN CROSS,ラシュレ新大阪ⅡＰＪ,大阪府大阪市淀川区宮原5丁目7-8（地番）,分譲,68,株式会社スナダプロパティ,株式会社長谷工コミュニティ,2024年,11月,Tebra pass A,,Tebra cell A,,,,,,PP350,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
6542,Mon maison　Ⅵ,堺市北区北花田町２丁目マンション,大阪府堺市北区北花田町２丁目４０番１・４０番３　,賃貸,18,株式会社丹治商事,,2025年,2月,Tebra one A,,なし,,,,,,PP350,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,1,
6541,シーンズ尼崎,尼崎市金楽寺町２丁目,兵庫県尼崎市金楽寺町２丁目１１４番,分譲,42,大阪ガス都市開発株式会社,,2025年,2月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
6540,グランクレア小幡,守山区小幡南一丁目計画新築工事,愛知県名古屋市守山区小幡南一丁目７０６番 ,,61,中電不動産株式会社,,2025年,2月,Tebra pass A,connect,Tebra plug connect スタンダード,,,,,,PP360,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
6539,エスリード栄エステージ,名古屋市中区新栄一丁目Ⅳ,愛知県名古屋市中区新栄一丁目１４１５番１,分譲,130,エスリード株式会社,,2025年,2月,Tebra pass A,,Tebra X,,,,,,LC42,ステンレスヘアライン SH,T20,CD,有り,SH,40,未選択,,官民無し,1,,
6538,パークホームズ東陽町,江東区東陽五丁目計画,東京都江東区東陽五丁目5番57,分譲,97,三井不動産レジデンシャル株式会社,,2025年,4月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
6536,エンブルリバーガーデン長泉,長泉町本宿分譲マンション,静岡県駿東郡長泉町本宿330-1,分譲,50,ヨシコン㈱,,2016年,6月,F-ics,,Tebra cell CP H,,,1,,,PP350,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,上部官民,2,,
